Years of Gym Membership,Weekly Workout Hours,Age,Nutrition Knowledge Level,Income Level,Monthly Expenditure (USD)
0,4,26,5,1,578.3987395945909
8,11,44,2,3,1235.9376831445247
2,5,21,1,1,421.63647114018227
3,8,38,4,3,891.2333090573464
9,19,48,4,1,1197.1395494859564
0,0,38,1,1,240.97395769051292
10,14,57,2,3,1388.692524135491
9,20,42,5,2,1456.4163643479612
2,5,56,2,2,756.3056614469895
1,18,32,3,2,797.2598500479534
1,17,52,2,2,863.6741201758191
0,5,60,3,2,704.0801518708979
7,12,58,4,1,1183.6737924599795
2,0,54,3,2,604.9020048026098
2,12,59,5,1,907.9468403380931
5,6,64,1,3,997.7284030253437
7,14,45,3,2,1124.1790745547755
8,11,31,2,2,976.3285780361973
8,0,21,3,2,826.3247882521542
3,14,37,4,2,910.6855048084863
4,3,51,3,1,687.4235286054469
1,12,29,5,1,734.2164141363507
10,4,50,3,1,1071.8252258781754
8,1,41,5,3,1038.5090725861003
7,0,37,2,1,709.8469772600753
2,15,22,4,2,875.3133277282636
10,5,55,1,3,1195.8274073060818
8,15,47,2,3,1328.5202431686778
2,13,41,2,2,809.0718597950057
8,2,60,1,2,952.6918035508126
1,14,57,3,2,858.3909122913151
9,2,24,3,2,985.599720740638
8,1,53,3,1,850.782013702638
7,0,55,4,3,1004.9401147626669
8,8,33,2,2,932.7310608460605
4,8,32,5,1,774.2257948673479
10,6,63,1,2,1114.1524758373469
10,2,40,2,1,864.3724982399044
1,17,29,3,2,864.9478421526279
7,10,46,1,2,1032.4358205517424
5,6,61,5,2,957.7341809482774
7,8,32,2,1,866.2412000665945
10,0,46,2,2,991.6394085209996
4,13,62,4,1,1046.8580618029173
9,19,60,2,1,1360.899474138395
1,5,38,2,3,619.5662970952737
5,6,32,5,1,818.2315180659859
4,9,31,5,1,866.7405962079212
4,6,59,1,1,755.482449958051
0,1,61,3,1,549.4108526193671
1,3,33,5,1,536.248492097278
7,20,32,1,3,1288.9712371964295
2,16,59,2,2,994.1745032147625
9,0,21,1,3,783.8813816484956
2,9,44,1,3,823.9398966312535
7,18,40,1,2,1130.7093893477718
7,14,46,1,1,1025.6892152320884
1,9,58,5,2,928.8423171382472
7,18,26,3,1,1018.6164925999552
10,11,60,1,2,1188.7561906730568
0,15,60,4,3,1035.3107839890674
5,8,24,2,1,651.2025908612601
7,14,59,2,3,1254.696948253567
2,16,21,2,1,804.1045939617887
7,13,22,2,2,946.1137247877328
0,17,22,2,2,631.756260356924
10,1,28,1,2,920.1786549104248
10,3,58,3,2,1175.352508096234
8,17,45,4,2,1328.9293746614685
10,6,33,5,3,1276.992572956305
8,12,58,4,3,1357.2803183926042
4,14,47,5,1,972.8055265857585
9,0,21,5,3,1051.977993146141
3,10,19,4,1,745.429725690342
10,9,63,1,1,1061.9636759950317
5,4,20,2,3,759.585397701439
6,15,38,1,3,1151.3966206695973
4,10,23,2,1,687.7443199501552
10,20,60,3,3,1500.4716027817879
9,5,35,5,3,1146.3366207715926
8,8,61,4,3,1300.1342092895427
2,12,22,3,2,740.6297722965138
6,7,26,2,2,812.0529027346857
9,13,37,1,1,1142.2034025490727
9,0,45,4,3,1093.7554320520567
10,16,43,5,1,1296.5524499301387
4,4,35,3,3,851.6482448021321
6,1,36,5,2,860.5833364473743
1,8,20,2,3,671.8863229909772
3,3,26,5,3,685.8817104972957
1,16,53,1,3,915.4897583672149
6,16,48,3,2,1134.2571341880068
1,20,34,3,2,950.6359830581645
10,17,40,1,2,1255.0364099909584
0,15,51,5,1,763.4311885896769
8,7,58,1,3,1207.216149106108
0,10,58,4,2,877.5546628141348
7,20,22,1,1,913.3636438116735
1,20,32,5,2,964.8463426481817
7,17,64,1,3,1206.4915718269121
2,9,20,2,1,524.4289959247128
5,12,36,1,2,994.2217114610662
2,16,45,1,2,879.5973201679872
6,17,20,5,1,920.9460898640777
9,9,55,4,1,1057.1773716340983
8,15,21,4,1,978.3681990669704
1,19,41,5,1,851.4161867336003
4,4,48,5,1,675.3609861154287
5,12,62,5,2,1166.4630708911027
3,17,62,2,1,987.1935329489003
3,16,28,3,1,782.4896053555289
3,8,54,1,3,1012.2860322579496
1,13,18,5,2,728.5262969918857
3,16,26,5,3,1110.1399226446497
10,3,34,5,2,1010.6149025654453
0,17,18,4,2,764.997268362509
5,19,20,5,2,1102.5025318753328
0,14,64,1,1,694.4702453558054
9,10,43,5,3,1323.3611134036648
5,11,48,1,2,903.9617975655847
0,8,43,2,2,619.40423721837
5,12,40,3,2,965.8545985576377
9,14,47,4,3,1314.7288613673204
7,14,27,1,2,1021.1444819223788
10,4,25,2,3,1094.5991574762088
1,18,61,3,3,1086.3322151389589
1,19,42,3,1,842.1018020222276
3,13,39,3,2,849.0117525578985
10,16,32,1,2,1147.383960218412
2,17,58,2,3,1070.0032362851514
3,20,27,5,3,1169.5510235161605
6,2,37,2,1,681.2285581944204
10,1,58,2,2,1048.075415604128
0,0,64,2,3,696.782752479873
5,9,40,1,2,814.2067244132209
2,18,18,1,2,718.6870123410702
10,16,19,1,2,1127.3638885860225
9,11,36,2,3,1167.4974577158494
6,0,31,1,2,625.522583667682
9,11,25,3,3,1230.197252333349
1,16,55,1,1,885.1503231385852
1,2,29,4,1,377.26938134249724
3,10,43,1,3,874.2053125317942
0,16,44,1,2,778.7230694375988
2,2,46,1,1,413.9697434042637
8,7,32,1,1,818.8620298890946
6,19,63,4,3,1407.4946645237656
6,3,18,5,3,923.9980450429824
10,20,60,1,3,1491.363429201811
3,6,45,3,3,856.7741765174957
1,13,20,4,3,878.573540111088
3,13,35,5,3,1055.9711811087304
5,3,51,1,3,931.3986819329106
10,15,49,5,2,1307.296072403538
10,0,46,3,2,986.5835850965871
2,16,42,4,2,1025.8132351120225
0,9,43,4,2,710.8029824902366
7,15,56,5,1,1173.7137395725497
4,15,25,1,2,850.8873417963958
4,7,36,2,1,758.4997175369978
10,6,64,4,1,1122.6893907673323
3,5,59,2,1,738.57312420614
5,15,39,4,3,1178.1969029693769
2,19,46,1,1,771.6895309699468
8,15,50,1,1,1065.0693260262847
4,6,55,4,1,773.3104468473612
2,8,62,5,3,956.3376355554024
10,13,63,1,2,1364.820659465523
0,10,52,1,2,629.0023657791593
9,13,60,3,1,1237.4652113035525
5,6,20,1,1,556.9192634310265
1,0,36,3,2,587.8706795888601
2,12,27,1,2,684.0093554445266
0,19,44,1,2,846.7828787438924
8,2,32,5,2,921.6859617409708
7,19,28,5,1,1011.6488080942402
1,3,64,1,1,476.6229466655875
10,10,43,4,1,1040.0969472709464
7,1,41,4,2,907.6912233567009
8,13,30,1,3,1138.5668818064894
0,11,49,4,2,814.7339883571829
4,16,54,1,2,986.0405976435591
7,11,21,5,3,1016.4351350565832
10,11,30,2,3,1295.095971422401
1,0,26,3,2,519.49805273511
3,12,51,4,3,1083.6953992732322
6,13,54,4,3,1305.5437302436542
2,1,24,5,3,684.9204419973695
4,11,18,4,2,843.258847664189
7,20,29,1,2,1089.8182815472603
9,15,38,1,3,1216.4650858607888
2,3,28,2,1,381.1659364073737
3,7,61,2,3,917.3619446310995
8,1,61,2,3,1218.0985644833004
6,9,61,1,2,938.9863314591239
0,8,31,2,1,428.1169709875734
3,14,51,2,3,1050.6531014521818
3,12,51,1,1,894.8727854862066
8,16,42,5,2,1227.5155873864608
5,15,21,4,1,843.5685032992793
8,1,43,3,2,958.5752471253057
5,19,33,1,3,1155.7470090855031
5,19,27,1,2,960.2739231100912
4,13,62,3,1,918.300925687
4,2,19,3,1,547.3950267023743
1,11,52,2,1,674.8092601048952
7,7,36,3,3,1074.3746180114408
7,1,23,4,1,696.5328599479151
10,3,36,4,1,977.5665287213801
0,13,25,4,1,627.7407649693239
7,15,31,4,2,1027.611244573767
4,18,27,4,1,891.849109895802
1,1,20,2,2,446.6848773917321
1,11,55,1,1,715.5289345160451
5,13,46,3,2,1013.4009815100355
10,5,32,1,2,897.7724964364298
8,12,40,3,3,1292.4557912707173
0,3,40,2,3,662.7825740422537
5,17,35,2,2,1030.2732844120223
8,11,63,5,2,1261.7743617168096
7,19,36,5,3,1390.0156895788855
10,20,45,2,2,1362.2524273701263
5,18,43,2,3,1228.800497519582
2,7,27,3,3,854.8377820667039
7,6,64,2,1,925.6185090992864
8,15,21,1,1,974.0220799066776
0,18,19,3,3,812.2427012591228
8,5,20,2,3,1011.3678139775469
5,19,24,3,2,1027.6737113997897
5,20,33,3,3,1277.391466608549
3,10,48,4,3,996.1166579681611
0,4,27,5,1,420.11419002508785
9,15,36,3,3,1303.2825967108233
7,6,45,3,2,973.8469280751933
1,4,34,4,3,731.8173351487831
0,10,45,2,1,568.5564490024649
1,14,36,3,1,712.2743278909423
0,2,54,4,1,543.1560701070604
0,4,40,1,1,388.6281009183069
8,20,37,4,3,1421.420207982021
0,4,30,5,2,550.6879368865154
3,8,30,5,2,909.990703350711
9,14,60,2,2,1304.956169466817
5,2,28,2,3,820.6162437099445
6,5,32,5,3,1000.2328097835186
1,16,34,5,3,953.9701894400285
5,20,45,3,2,1206.8000195778056
6,7,36,5,3,1086.4943162059897
9,20,21,2,3,1184.3365730414992
9,10,39,5,1,1191.2824337937027
1,5,39,2,1,541.8912561726627
1,7,54,1,2,670.9468704583386
9,9,56,5,1,1190.281621255235
6,2,51,2,1,776.0821954108022
0,13,50,4,1,754.7641908188186
7,13,61,3,3,1261.4734567079677
10,9,59,2,1,1138.5577804440236
2,11,57,5,1,870.1036447386201
10,5,50,5,1,1161.5954757782222
5,11,29,1,3,950.1302991188852
8,13,19,4,2,1096.559668969899
5,1,45,2,3,809.4863138755977
8,8,27,4,3,1118.3640996529164
6,9,39,1,1,848.3535791573371
8,16,34,3,2,1145.7909136482679
1,16,43,4,1,785.5953574859418
7,2,20,1,1,571.8041667197052
7,18,24,2,2,1022.2291777154262
1,0,61,3,2,601.9626338399253
3,11,25,5,3,973.1161064818822
10,6,37,1,2,1022.6945202366162
6,3,29,5,3,912.1285242320101
10,9,52,3,3,1438.9545921426472
3,12,34,1,1,654.9111926746438
3,1,45,1,1,556.2287250833185
5,9,58,3,1,926.6486233540815
9,20,27,2,2,1257.4089777310344
5,3,39,1,2,643.4561403438904
9,17,55,3,3,1518.507603087385
2,4,50,4,3,865.9739941640627
8,18,39,5,3,1450.948241423381
9,1,61,1,2,1061.93392145856
10,11,54,4,3,1495.6835112922363
1,16,30,1,3,800.082434919322
5,9,44,2,2,874.0615817914461
6,1,32,3,1,640.8988734980472
8,5,39,1,2,881.6856895472847
2,7,47,3,3,931.083926714995
9,18,60,1,1,1189.8400767548462
2,10,57,2,2,826.0373422034629
6,11,54,2,1,868.4251522076437
3,8,51,4,1,821.6018014166641
7,1,61,2,3,1028.61812901038
6,7,51,3,2,1029.165545476054
4,10,52,2,3,1055.0500633859492
6,20,59,1,2,1142.927916878523
2,3,36,2,2,609.2462643324552
1,9,25,3,2,590.4641707732432
5,20,56,1,1,1067.0564175598377
1,19,50,4,1,870.6960296788808
2,15,61,4,3,1216.6804329213958
5,7,45,4,2,1068.1713688738325
4,3,54,1,2,747.7609526637693
7,9,42,4,1,964.9479297081909
8,11,53,2,2,1030.7461068783623
10,13,34,1,3,1177.7854356908163
2,15,41,1,2,854.3100649970828
9,17,38,1,2,1208.3817081194063
2,20,19,5,1,866.0644510899301
2,20,48,3,2,990.0986679977761
5,11,61,5,3,1240.133198897918
0,17,50,5,3,913.5250186012763
6,6,47,5,3,1074.5390705175462
0,19,29,3,3,938.3280484123658
4,6,61,5,1,959.8283808042016
9,8,29,4,2,1069.1511871674466
7,0,41,1,1,714.4913932967307
3,5,41,1,3,751.5317006185147
4,5,28,2,2,722.1793221132472
3,11,30,4,1,715.304426443156
3,11,44,3,2,977.7350524603899
7,9,25,1,3,968.5565920816895
1,5,27,5,3,726.5075687287073
0,16,25,2,2,743.7077378852923
2,18,37,2,2,930.1222747251775
8,17,25,1,3,1176.7282941435453
3,5,26,4,1,620.4912666468039
9,18,24,2,3,1237.2610913119088
4,9,31,1,2,776.3161268803412
1,7,45,4,1,662.4637512819133
3,20,19,1,3,953.866342695587
1,5,60,1,2,661.5039550691918
1,20,25,4,2,863.5244004656245
3,6,30,4,2,668.2060546253261
5,0,38,4,1,680.7604863002132
6,17,64,1,1,1066.2401274916751
9,19,45,2,1,1242.821910968005
2,11,52,3,1,760.8789934617436
2,15,40,3,2,920.7397853505921
9,9,63,1,2,1089.3209337375504
5,9,32,1,1,662.6980338650421
2,13,19,2,1,572.9048302190483
1,19,29,4,2,954.852705934067
7,9,53,1,3,1145.1557444408563
4,9,20,5,3,916.8244310520814
0,10,22,4,2,606.1202758429868
2,1,20,1,1,379.80509184048026
9,19,64,5,1,1370.5429940719014
7,7,36,2,2,966.7800457496772
3,6,19,5,3,804.2824144344897
6,7,61,1,2,1039.6512064324654
9,0,54,3,2,962.7684631060248
1,20,34,1,2,843.6012810203549
6,1,31,3,1,619.0530451918079
4,17,45,2,1,1006.410108464602
4,14,44,2,1,861.0428946907662
5,0,27,4,3,754.632628641753
8,4,20,4,2,854.8946912327541
5,1,53,3,2,850.702495962425
7,19,55,3,3,1304.0746840163172
6,2,42,2,1,701.0889805499831
8,18,39,5,2,1262.3785475128723
3,17,56,3,3,1152.0177719857456
1,17,64,3,1,905.0623049411988
6,13,47,5,1,1040.0775866982467
5,7,38,4,2,886.6924300967527
0,11,47,4,1,683.2791292551426
10,20,45,3,3,1602.495198614583
8,9,48,4,1,1103.6943013410469
8,19,43,4,2,1298.1141538791012
1,16,60,4,3,1126.2508101689589
2,10,39,2,1,688.8005815383585
4,1,38,1,1,521.0465147208217
4,3,18,3,1,538.411578719836
0,0,54,3,3,686.8758045808297
7,14,30,2,1,903.4829382912679
7,12,38,1,2,997.9701780609972
3,7,63,1,3,925.1159753637361
6,3,26,2,3,836.516001913774
10,9,34,5,1,1084.5482987147702
9,18,64,5,3,1602.1091810701344
2,17,38,1,2,861.3244875639288
5,4,48,5,3,1051.966830212171
9,18,56,5,2,1566.0063805010234
9,15,39,5,1,1168.2486191885905
8,0,29,1,3,885.884415209246
0,11,23,5,2,710.4290517150393
4,1,33,3,1,629.5968240685071
3,20,43,1,2,1016.7227545190719
7,7,22,2,3,905.3574615562306
10,17,26,5,3,1386.879107874524
0,15,63,4,2,942.3227976833975
8,4,57,1,1,860.4570614081285
5,12,31,2,1,731.1785569265983
3,18,61,3,1,964.6807678129644
8,2,59,2,1,854.9518524891976
10,7,47,5,2,1174.5314740910337
4,11,43,4,3,1181.3376030401384
4,1,62,5,2,895.7647715457096
4,10,46,2,3,995.7784445088826
0,11,36,1,3,775.9752946022195
0,17,64,4,2,1069.9144603815841
7,12,25,4,2,1054.3335567644015
7,4,40,2,1,840.8775869082812
5,11,59,5,3,1189.899025403077
10,1,52,2,1,894.6845931247665
3,4,48,4,1,735.4591562096989
1,6,52,2,2,734.5014493478211
1,11,49,4,1,774.810219864259
8,15,22,5,1,1066.2792390382417
4,7,33,1,1,596.0229811646553
3,8,34,1,2,685.9721144844005
9,14,49,2,1,1192.7535836955278
0,4,55,4,1,545.4568600734955
6,12,49,1,2,1024.3126337680883
2,4,37,4,2,646.4552428752633
5,10,19,5,2,885.4409993841825
4,9,37,2,3,870.9728615801148
4,19,64,4,2,1216.2699158995063
10,12,35,2,3,1251.123115568194
4,8,18,4,2,684.6725716981504
0,20,46,4,2,982.7414585619618
0,13,46,5,2,870.4657396162374
2,17,36,2,3,982.8065453306573
9,14,61,3,1,1168.7918289813824
3,9,57,4,2,879.4831035681749
4,6,23,4,3,971.5287146764914
1,7,61,1,2,593.895881798994
7,2,56,2,1,775.4686501244097
10,14,63,3,3,1592.479487902226
10,15,25,5,2,1398.131056942613
1,3,41,3,2,689.9568560750466
8,20,37,5,2,1361.5924148665558
1,5,31,3,1,463.17920352230203
8,0,22,3,3,815.8679042997351
6,3,58,2,2,930.3074976046464
7,10,57,1,2,1026.8474435221765
10,11,51,3,3,1437.581112219662
1,4,33,4,1,422.32526213130404
6,20,62,4,1,1240.0212663494497
5,15,24,4,1,936.4372238288753
3,12,33,1,1,735.6330564350058
6,12,24,3,1,891.6814796520209
3,16,44,5,2,1057.0230628489796
1,6,31,5,2,681.386018686969
9,7,31,2,2,1050.3987627809793
6,12,61,1,3,1192.0306831815724
7,15,50,3,1,1108.6416202917678
1,3,50,4,3,781.7188239830616
4,7,61,1,1,755.74479843187
0,15,37,1,1,547.503055859235
6,20,64,3,3,1351.129126628434
7,9,53,2,2,1035.839838258108
5,11,24,2,3,943.9748534746869
4,11,49,2,2,876.6155299602694
5,4,20,4,1,597.8798865326958
1,15,56,4,2,931.7695864051122
0,0,46,3,1,465.1029123396352
6,8,41,2,1,718.9938901854212
6,11,39,3,2,958.0835397981625
9,4,23,2,1,813.0797659365862
10,19,41,1,2,1379.3345924891807
9,2,57,5,3,1333.0415514157578
1,4,40,5,1,562.8908821026062
1,1,55,2,1,487.1614468231045
0,13,27,3,3,778.1151895651353
9,1,33,4,1,866.3555247762115
7,12,28,2,3,1087.7549935278312
7,6,49,2,3,1080.8277643141862
0,9,62,4,1,643.1821538364655
10,12,23,2,3,1131.9004149270834
7,15,41,1,3,1220.7655100028196
8,13,50,4,3,1320.360924976246
3,10,29,1,1,666.6755136642291
0,9,44,5,3,861.1887988571741
0,5,55,4,2,623.3477389448599
2,3,35,4,2,732.6611531438044
4,20,62,3,3,1301.5678754230423
4,0,56,3,2,732.6376153995923
8,6,30,4,1,863.2899591448825
9,8,57,5,3,1284.4326212442902
1,7,47,2,1,601.6354599961643
1,4,58,3,2,704.4407465724447
5,18,30,5,2,1210.9309526409427
8,9,51,5,2,1210.9968977584776
0,10,53,3,2,852.9018706397085
8,14,47,2,1,1026.9370728785227
8,5,42,3,3,1083.4596147511386
8,14,19,5,1,1069.5056700228201
4,4,53,1,3,904.445473529784
8,18,35,3,2,1224.218582132473
10,18,22,5,2,1266.176062681434
3,9,36,3,2,691.086244381298
1,11,59,5,2,904.0034148099281
5,3,35,2,1,636.1386269314373
3,17,49,5,3,1191.4023899300296
5,15,38,4,3,1087.7193117048187
2,7,27,1,2,561.0357100567677
5,3,54,5,1,849.5928026895551
1,11,39,3,2,784.2519977719061
1,1,30,3,3,620.0479975167168
8,3,34,5,3,1062.6722563088424
6,4,26,4,1,670.6467799689474
2,2,41,5,3,842.6945746882923
10,8,61,2,1,1161.3487415419156
0,20,31,4,2,846.292846440673
7,17,63,5,2,1396.6608989019421
5,10,25,1,1,701.5460939191225
6,2,54,4,2,895.8838716043416
8,1,36,5,1,896.3363315730819
4,8,45,1,2,820.0083629942754
0,13,63,5,2,903.5946925863365
9,3,58,2,3,1095.8844239060415
6,8,47,3,3,1025.5142762057862
4,12,24,5,1,852.3503868080907
2,17,43,4,2,997.6456795563186
8,14,57,5,2,1256.5178401933008
0,9,63,5,2,785.5692459002271
0,15,63,5,3,1170.12670232718
0,11,28,5,1,633.2312602839025
2,19,31,4,1,915.4771159805631
5,4,38,4,1,814.6127426587707
9,1,25,5,2,898.5914723790477
10,9,20,3,1,1057.1379466997464
2,0,45,5,3,721.1090817424564
7,6,46,4,3,1156.4600223164437
9,16,40,2,1,1124.2009895754675
1,15,35,5,2,911.1745836969699
8,2,52,5,3,1139.464607613042
2,13,30,5,3,987.4511317269214
4,9,29,5,2,943.0950400324814
9,6,64,1,2,1175.9825837650928
7,16,22,5,1,1026.9047766282326
1,5,56,4,3,802.3214408231024
5,3,28,4,3,855.1223527769203
4,16,28,1,1,812.2085254402097
9,8,64,5,1,1212.600063440388
8,3,59,3,3,1198.5009882391923
4,6,64,5,3,1053.4471554490694
1,1,48,4,2,583.3828683974012
4,16,48,2,2,969.0109499390279
3,7,30,2,3,790.1470025324907
10,14,31,3,3,1335.7109654571636
6,14,62,5,2,1258.4978692593102
5,7,59,1,1,744.2811437192056
1,15,42,5,1,762.3318041536003
10,18,50,3,3,1464.872252909744
10,10,50,3,3,1427.8801746022364
4,1,32,3,2,650.9451928634247
6,16,33,2,3,1071.163278190594
10,15,61,5,1,1374.074349507992
6,14,55,5,2,1199.5689667024214
4,12,23,1,2,726.2545399405684
8,14,61,3,1,1151.317606798917
3,3,42,3,1,592.9309381926546
10,15,32,4,2,1273.8434490099964
2,11,21,4,3,891.4985496863958
3,3,21,2,1,503.02624251010604
4,2,47,5,2,831.2516435814748
5,16,51,1,3,1204.3054353540624
2,17,44,1,3,969.5096722699038
1,17,48,3,2,883.7434666281299
3,16,49,1,1,860.4369473684764
4,11,61,3,3,1126.5770130344129
3,20,56,5,1,1006.2046333943674
10,3,26,1,2,994.6617181414244
2,11,58,3,1,749.0626099692911
7,20,25,5,3,1351.4735994044697
9,19,31,5,2,1362.6380838677205
3,14,50,3,3,915.6700285213398
1,15,40,3,3,951.3609451213617
1,4,38,2,2,661.8707259682856
0,20,29,5,2,859.4935889582354
3,14,19,3,1,620.1063922030924
9,16,30,5,2,1264.1407384372299
8,17,21,1,1,998.3025624435273
10,4,37,4,2,1080.6383178919782
6,12,31,4,3,1067.483485499548
9,18,47,3,1,1183.4856798706994
6,12,46,3,2,978.8917215395943
6,17,25,5,1,921.252380056291
7,13,29,3,1,927.8473236100177
0,3,58,5,1,621.201568406652
9,3,55,3,3,1182.9580397541722
9,19,43,5,2,1407.5445458294184
7,19,19,3,2,1146.5914058884855
3,18,57,2,1,1020.4112990096139
3,12,31,5,2,896.3820589420797
3,11,23,2,3,862.2370796187869
5,6,59,2,1,842.5699317783647
6,11,57,2,3,1172.3654702489903
5,20,48,2,3,1250.9616964750699
0,3,34,1,2,465.0156760681714
7,1,42,4,2,978.076065272329
9,1,49,1,1,916.622824380715
10,4,29,3,3,1029.6441137923907
6,9,30,3,2,930.93087534405
5,9,36,4,1,830.3497973261361
5,8,61,4,1,998.0086162269963
4,12,42,4,2,968.2106443679278
5,6,48,2,3,982.57453584889
8,4,54,1,1,847.5039454401538
9,9,42,3,2,1170.6718705934716
8,9,33,1,1,812.8041490090641
9,5,55,1,2,1039.7325289214396
7,18,60,1,1,1087.288735699854
9,20,40,4,3,1454.9544254597683
8,7,31,4,1,887.552211042434
9,0,23,3,2,896.845373473235
7,16,42,3,2,1159.0542324409885
7,6,40,3,2,1034.5909366690144
0,13,60,1,3,877.9539857433621
9,20,29,4,2,1260.8618742973429
10,20,30,2,2,1297.8647492143978
4,16,53,1,3,1138.8410116089444
3,8,56,5,2,1024.3274998722995
1,16,51,1,2,822.7581826225775
7,4,23,4,3,1047.9349578615452
2,19,55,5,1,995.5040777900183
3,7,57,1,2,782.73977465615
6,5,25,4,1,783.7830562183399
9,10,25,4,3,1266.1678897402437
8,18,57,2,2,1332.8562073647493
1,3,50,1,2,519.2546620954915
2,17,51,4,3,1131.651784213099
3,0,61,3,2,853.733199405707
9,12,32,4,1,956.1134609303994
0,13,53,2,1,703.6709452397263
6,0,52,4,3,965.7717594816194
1,10,63,1,2,748.20805636708
4,16,39,1,2,996.6693077569361
0,3,40,5,3,623.1103237546449
2,11,57,1,1,717.4895726188527
1,9,62,5,1,840.0563776553303
0,5,39,3,3,729.3401790558245
6,0,22,2,2,699.8229436498709
4,6,48,3,1,758.6388876259675
0,20,30,5,2,893.8002111673895
5,15,45,4,1,971.4899410709378
4,13,37,4,2,916.434064807695
2,19,50,3,1,960.662978343548
6,19,33,4,2,1175.5480723138496
10,5,46,5,3,1322.1463049738388
9,4,40,2,1,850.9358852885387
8,20,41,1,3,1294.8463456521342
8,17,51,5,1,1269.8309852457846
8,14,24,5,1,936.1262325616291
1,5,55,1,1,428.55881157089595
2,18,54,1,2,1010.6573527013172
6,0,21,2,1,529.6406056491138
4,0,51,2,3,824.6519037337494
1,12,59,2,2,863.9824346390677
2,2,39,4,2,706.7565431791932
9,9,22,5,1,968.0017322932209
5,20,59,1,2,1155.7346589109832
6,2,40,5,1,759.2297749392553
8,8,32,5,3,1201.0550693871105
0,7,48,2,2,673.2747237710448
10,2,26,2,2,993.9118461535954
6,12,60,5,3,1227.6749213448472
7,5,42,2,3,1131.6881237548812
2,12,42,4,1,754.3776786676992
3,19,38,1,2,947.5821345837396
9,19,26,5,3,1418.1713705617758
5,11,55,1,2,929.4606108420115
9,12,39,4,3,1284.4190333235713
6,1,60,2,2,953.0300733874731
3,20,40,3,3,1213.8095139269824
7,15,21,4,2,1085.25550343884
4,5,46,3,1,772.1893525621765
0,18,32,1,2,770.5422913052709
3,20,18,5,1,887.1424710666465
2,12,47,2,1,697.3120478126947
8,16,46,4,1,1126.9272421163364
7,8,37,2,2,917.1155507201736
0,16,50,3,2,940.7428584934098
10,1,58,3,1,1043.6618783678807
5,18,61,5,3,1437.0489485461972
8,18,53,3,2,1334.9839606177798
6,6,39,5,2,920.9751808970459
3,9,30,4,2,830.1660637925197
0,9,24,5,2,713.4870660772796
1,19,25,3,1,776.9875727054227
4,8,45,1,3,849.1604720540864
10,16,62,5,3,1506.2878595084746
4,14,60,2,3,1171.8197583335836
7,1,26,1,3,814.3740100079178
5,3,42,5,1,785.6194470725832
7,18,33,2,2,1098.8252895137537
1,16,27,1,2,741.3369810826478
2,4,28,5,1,514.9858116698665
5,6,48,4,2,942.3561199552757
9,17,29,2,1,1131.4172112665426
2,20,48,4,3,1199.187240427713
5,6,31,3,1,649.6656837209675
5,16,61,5,2,1248.447600105801
1,6,49,5,2,735.6206197811215
6,3,34,2,2,866.3495697628794
1,7,52,5,3,947.8044563261982
5,12,18,3,1,771.2928023436548
0,3,46,5,1,649.1013581340336
2,5,21,1,2,498.6152462097939
1,4,40,4,1,547.1506384942347
6,11,45,3,2,1062.0663276667442
3,3,33,3,1,666.7243524143296
7,8,29,4,3,1148.180519674927
5,3,38,4,3,960.0870086752449
9,18,62,3,1,1266.128619307538
3,13,34,4,3,956.0555831613032
4,4,57,2,3,959.7693015836829
8,17,30,4,3,1247.3764251508833
6,9,49,1,2,971.0182719916224
9,18,54,1,1,1250.2113849769125
8,11,32,2,1,866.1144340341338
6,17,29,4,2,1137.39294640937
0,16,32,1,2,754.7941140268643
7,10,51,5,3,1236.8359444285384
3,2,23,4,1,517.1668432507727
2,16,34,2,2,760.6182318364114
6,0,37,4,3,899.5171800991717
2,14,26,3,1,623.7185557712155
7,8,22,3,3,975.5022502104111
5,14,40,1,1,839.8876566867012
4,2,50,3,3,822.2076206197494
3,18,55,2,1,882.6506651961533
7,12,31,1,1,815.1060410801487
7,11,34,2,1,961.0356072608574
0,19,36,2,1,716.4976289519502
8,0,50,3,3,1103.3168928449443
4,20,18,3,2,959.7571955039259
3,16,30,2,1,760.8305918539178
5,12,63,3,1,973.8225125723757
5,0,44,3,1,510.9034043578263
1,9,23,3,1,560.3274717500937
7,14,23,4,3,1159.653620254512
6,6,50,2,2,932.5702024294894
0,17,47,5,2,820.4459787706562
4,15,63,2,2,1073.5684808769538
5,13,52,1,3,1078.072410842332
3,17,40,3,2,986.281115532752
1,6,27,3,3,691.2035790551041
3,16,36,5,3,1075.730280445304
0,17,45,1,1,723.1556763589662
6,11,40,4,3,1191.2348202053115
1,7,21,2,2,534.61015558985
1,1,37,4,2,502.58220358896347
8,6,36,1,2,860.8730780383249
4,3,59,5,1,826.1412569363151
1,17,44,1,1,804.7906587931624
10,5,51,5,1,1014.3200735267995
8,8,21,4,3,1034.1068529243378
8,8,55,4,2,1138.3748995240742
0,13,24,1,3,607.9885250457303
10,7,24,1,3,1085.1668589117605
2,18,43,3,2,983.1560399167518
3,2,43,5,1,678.9899161998485
6,17,36,3,2,1090.010724387048
9,4,26,2,3,1002.1766998699809
3,13,37,2,3,903.9366236344318
1,3,59,1,1,446.4363892140299
6,6,62,4,3,1140.6245713734756
5,19,33,2,3,1175.417231537201
2,11,34,2,2,750.8009249406472
5,1,39,3,1,710.4514947265054
