Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
12,21,22,4,1,75576.90267847512
20,55,30,2,0,157776.9402420834
18,26,28,1,1,108690.36332946396
12,32,18,4,1,79505.61755024214
18,34,21,4,1,98568.82999297808
11,44,19,5,1,98778.9189132827
19,42,21,4,0,110495.2542033176
18,41,25,3,1,119963.05821468706
17,45,22,1,1,111445.26568989844
18,52,18,1,0,113131.4711962319
14,30,24,1,1,91246.5366574985
20,29,18,4,0,89869.38953069496
20,44,26,4,0,139481.52456045643
11,56,20,1,1,118310.43475087505
17,57,29,2,0,159362.49012119192
15,60,20,2,1,134440.84065457733
17,43,23,3,0,111866.52070794637
20,59,27,5,0,158829.6703847752
14,52,23,3,1,134897.04249609268
19,36,30,1,0,126276.80627964632
11,43,28,1,1,128769.40808169388
15,56,28,1,1,144913.96335611283
14,21,23,5,1,71262.22785489602
14,51,30,4,1,145263.597505254
10,43,18,5,0,93732.84639802539
11,28,22,3,1,89317.25861884368
17,23,29,4,0,98110.45677589986
12,36,23,4,1,103141.33489304257
19,36,25,3,0,120465.73912543488
12,49,30,4,0,144007.01195153847
17,59,18,2,0,111144.00857958214
17,30,22,3,0,102284.14810340316
11,40,20,3,1,95204.51001154131
17,40,19,2,1,103293.23565458808
20,37,28,5,0,135694.99319153285
10,48,25,5,0,107975.7765647927
15,43,24,5,1,124574.9938894201
17,29,27,4,0,120374.58658426913
12,36,24,2,0,91156.74907141678
17,37,22,3,1,106178.03108924437
10,39,29,3,0,114687.3023843514
20,56,30,3,0,164782.26457023495
20,37,26,4,1,127630.1976598753
18,36,22,4,0,102642.54059793748
20,28,19,5,1,92199.75240964188
18,33,20,4,1,106220.15752826606
14,48,21,5,1,118030.76356327221
19,50,22,5,1,133841.245037418
13,23,30,3,0,95927.26162225651
20,37,20,4,1,114195.70426669008
15,39,29,5,1,127415.3909169504
16,28,24,2,0,83749.31624009638
14,32,22,2,1,94101.00574942316
20,34,22,4,0,110534.66662791494
19,46,23,3,1,125505.9774757568
18,34,24,3,1,98839.2359356942
12,47,27,5,1,122918.98275460218
16,56,27,4,1,148424.38662720725
19,38,25,2,0,116047.8781992469
19,45,26,5,0,136708.35688411255
20,45,28,5,0,145458.3824917867
14,44,21,1,1,103820.88886027384
16,45,22,4,1,110505.08939019173
11,45,22,5,1,115766.05035996845
13,47,25,2,0,122302.8937041412
11,37,26,1,1,107856.99762517052
16,51,24,2,0,130420.72667708398
11,22,22,3,0,75487.09378028101
20,21,20,1,0,76594.52045868675
10,52,18,1,1,105141.6336237693
18,38,28,5,1,133342.50576398746
10,36,26,3,1,106177.0928397059
17,52,22,5,1,125026.86855489796
11,31,26,4,0,97195.6170229118
17,22,27,2,0,97935.2733231508
12,45,29,2,1,137394.9341740553
15,54,30,5,1,154499.24771694778
12,27,21,2,1,82909.83870840102
16,55,22,2,0,121067.65719980879
19,26,21,4,1,88417.40604266037
18,55,19,3,0,126695.49100222511
11,35,29,1,0,110651.94681114606
14,43,18,5,0,93916.39197668788
15,20,25,5,0,90778.76165455104
13,44,21,4,0,104162.39993335023
13,29,22,4,0,84545.97196828728
13,35,23,1,0,94107.8941644402
11,35,25,3,1,107193.12885266343
13,27,28,5,1,108944.766535717
20,48,25,4,1,148415.68981893212
10,58,24,5,0,132752.38468920378
15,47,21,2,0,121154.54493593535
10,25,23,5,1,80690.54162627106
19,35,21,3,0,101867.85314335256
15,39,24,3,0,107309.32542636269
10,35,29,5,0,109618.97154010083
15,26,30,2,0,106364.12491565752
19,60,29,3,0,160571.6591666932
17,33,30,4,0,120546.80132664005
20,45,30,5,0,151537.73361817966
11,45,28,2,0,119059.45894430924
11,33,18,4,0,66998.08752681865
13,26,22,5,0,73243.76688092136
20,52,27,2,0,136513.13283254713
12,45,29,4,0,121412.52877621297
13,39,27,3,1,110500.32573845054
16,22,21,5,0,74129.88832197647
20,23,28,5,0,110930.1621174653
10,45,24,3,1,104140.01307908399
15,30,30,1,1,109402.88018972159
12,21,26,4,1,76340.90196035228
20,33,22,3,0,101197.98550226183
19,49,21,5,0,129119.44458574717
16,31,26,4,1,108383.13972926892
19,45,22,4,1,123909.94109331667
11,52,26,1,1,126990.23000566277
11,32,25,5,0,89575.902909508
13,33,21,2,0,84456.22087830592
10,43,28,1,1,118604.87684143586
12,53,28,1,0,139347.7844596719
18,45,24,2,0,125318.0233274578
16,40,22,2,1,112403.04734639898
16,47,27,1,1,127068.81749907944
20,55,21,4,1,129983.30003166923
13,59,22,3,0,120737.896090253
11,21,22,3,0,72585.33268365821
13,28,28,1,0,91801.50917707395
15,42,26,4,0,126308.52596444033
20,34,29,2,0,123770.07441260139
20,32,26,1,1,123343.79800470964
12,42,23,5,0,104756.90573264073
10,36,21,4,0,85031.01571919254
17,21,19,5,1,75834.84920034547
14,39,20,5,1,97426.91027711425
14,39,19,1,1,94590.335081905
20,22,22,4,1,85776.40026921056
13,31,23,5,0,93431.67183810032
15,59,28,4,0,148745.77434384206
12,21,22,3,1,71472.28644930387
18,55,19,5,0,119624.16755197951
14,33,29,5,1,121861.48026685293
12,35,22,4,0,90720.8193782987
20,38,26,3,0,128580.3754904845
10,53,21,5,0,109815.2037159415
19,25,29,1,1,111454.69832405455
15,32,27,4,1,115629.69577752036
11,55,19,4,0,105622.56632559052
12,41,20,5,0,92088.36694281669
10,37,20,3,1,90552.85074497675
18,31,26,5,1,120237.16749175332
17,49,21,2,0,118581.05235831894
11,59,18,5,0,110652.15221031236
20,26,18,2,1,81410.34520450179
17,51,24,1,0,139348.42421193724
18,38,24,4,1,110332.22495190887
10,25,19,4,1,69139.93000277418
14,39,26,3,0,114127.60687546719
17,46,26,5,0,126218.07905191371
20,56,22,1,0,135431.09647881053
11,26,20,2,1,61977.17931600813
13,24,20,3,1,74441.10239210859
16,30,29,1,1,115165.0956255027
12,34,20,1,0,75169.16357346007
14,22,23,2,0,80783.15079391567
17,24,21,2,1,79674.32836606764
19,42,25,4,1,124221.48442417386
12,56,30,5,0,144123.25981551508
13,28,28,3,1,106308.12903318105
18,34,30,5,0,119630.7978131558
16,22,28,3,0,90053.25387216861
10,48,28,1,1,122039.20016714446
13,25,22,2,1,76712.08893556234
13,36,18,2,1,87133.06878315941
18,45,26,1,1,130044.30378687695
15,40,18,1,1,92552.86720957454
18,27,23,3,0,86400.93996766863
15,40,18,1,1,91848.17044610888
15,30,20,3,0,71960.6819027743
14,57,27,5,1,148687.28835968382
14,27,22,2,1,87886.4586594653
11,43,27,2,1,113602.34859893771
17,54,24,2,1,138876.6907354444
17,33,27,5,1,115304.77160848433
20,33,25,5,1,123660.5763097613
10,29,29,4,0,101640.06864603034
17,31,26,3,1,104306.80144703474
14,57,23,3,1,139354.86197525737
11,53,28,4,1,141635.0861718972
11,60,26,2,1,137939.28232598575
15,29,25,3,0,99977.56178608212
20,36,26,3,0,123397.63754334385
18,36,27,2,0,116871.97433019071
10,22,21,1,0,63328.23687576223
15,50,26,1,0,131222.61273676428
18,20,24,4,0,84621.8303478398
17,31,22,5,1,106232.72231638552
20,58,22,3,1,134113.93284463705
15,23,18,3,0,70884.70506563784
12,32,19,4,1,74908.1772812283
17,53,27,4,1,145282.340664539
18,40,20,3,1,99008.97256913633
10,41,25,2,1,99904.87732575333
18,23,23,2,1,89064.59497415842
15,37,29,5,0,123863.69742520039
15,24,27,3,0,101299.00016406825
13,38,28,3,0,114004.62422167421
10,21,30,3,0,93582.0272878884
19,31,22,3,0,99448.69337971939
17,36,30,4,0,130889.64113042665
11,29,18,1,1,63040.29396850705
10,53,29,3,0,135944.03900931805
11,25,28,1,1,94366.09507623846
10,27,29,2,1,95016.84906644604
10,30,26,5,0,95904.68362778086
18,31,20,2,0,92879.75771367966
10,28,20,3,0,68410.84904397807
13,21,19,2,1,68377.13665878428
19,27,21,4,0,79985.34012110672
15,30,29,1,0,99423.16062001404
16,55,19,3,0,115328.90409692793
11,29,30,4,1,108906.74946549466
15,40,26,1,0,111225.14633715598
16,39,29,4,0,120811.25199147804
19,27,27,2,1,109057.10198475939
19,55,24,3,1,144001.85486362476
11,48,25,2,1,115817.16489388987
11,31,20,5,0,73577.63153532663
19,33,23,3,0,105535.4920008878
16,40,27,2,1,126974.6946448782
10,41,23,3,0,93428.75854871694
17,40,30,1,1,140904.7983494091
20,49,18,3,1,115666.87286209874
12,58,23,3,1,127816.52896573186
20,39,30,1,1,138171.41395825497
15,43,20,2,1,105016.45986929895
18,42,28,3,0,120830.26751294943
15,26,20,4,0,78459.16005906822
18,28,20,3,0,89889.99371867234
16,20,27,2,0,96139.62140413823
18,45,28,1,1,135921.1858213701
11,57,28,2,0,137719.5480904001
17,57,27,5,1,157123.40546679232
17,41,28,3,1,139458.85145533053
11,29,25,3,0,89967.7036049675
13,25,30,1,0,99587.9530826894
20,36,22,3,1,117284.31829723429
16,57,21,4,0,124851.0523104636
20,43,30,4,0,144813.24324738936
13,29,26,2,0,107538.25912928418
13,27,26,1,0,93766.89343490892
15,40,18,5,1,100833.91424498284
19,25,19,2,1,80856.5061969686
15,40,25,1,0,114931.51285332881
19,58,22,1,1,146079.30560472328
12,43,24,2,1,102929.11872340771
18,52,18,2,0,115518.57209232374
19,37,29,3,0,131248.73593887885
20,47,27,5,1,144218.2011811611
11,51,29,4,1,135064.3297531597
15,31,22,3,1,100475.91854390687
16,46,28,1,0,133018.1457463486
18,29,29,5,1,115994.37452791489
12,51,20,5,1,118421.15108755522
19,45,27,2,0,141448.75256447296
12,44,29,5,1,135703.72730887675
16,30,29,5,0,112921.906394566
13,42,19,1,0,91137.93931787623
17,53,19,3,1,116299.5575647239
16,59,26,5,0,150769.95711184654
14,42,30,2,0,134492.79106392676
16,48,21,3,1,120820.90503430639
12,50,21,2,0,118760.34899785467
11,26,24,5,1,76298.15202119073
15,59,27,3,0,149200.89636217133
11,52,27,5,0,136158.29211832598
12,40,30,1,1,119955.51340458127
15,21,19,3,1,63842.40175450681
14,37,20,2,1,87464.1367708408
17,52,20,1,0,119522.00515425978
18,56,23,4,1,134839.33036671003
20,53,20,2,0,134865.20066167152
12,39,28,5,1,122074.68729699602
19,54,22,2,0,131996.30019545063
12,37,21,4,1,94097.51333148853
12,43,20,2,0,101909.62680570439
15,27,25,1,1,101204.49763930237
10,49,27,2,0,117830.4109872231
16,29,20,3,0,80834.19563665391
10,42,23,4,0,100213.33838821718
14,30,30,2,0,107876.97550583624
19,21,24,4,1,84476.20951883426
17,45,24,1,0,116425.60726882286
13,55,19,3,1,112980.93780402078
14,52,20,5,0,110999.23094645233
13,32,29,2,1,113201.40137732394
13,59,27,1,0,141870.89246431176
17,44,27,4,0,134086.4357707343
11,23,21,4,1,66576.11207075491
10,38,24,1,1,101169.51017723225
12,37,19,2,0,85223.59898998894
18,56,20,5,1,130257.67686381153
13,49,24,2,1,129521.42324061849
19,38,24,3,1,118563.53155868946
14,42,27,2,0,117367.26296514018
11,35,20,3,1,86905.1765317333
13,20,29,4,0,88267.57271200483
11,31,18,3,1,72616.16094054282
11,43,29,5,1,136645.44034145158
13,53,20,1,0,103652.02983517101
15,27,22,3,1,84858.87997006114
16,37,24,2,1,108762.0405984884
19,24,21,3,1,86167.99517789045
12,45,30,4,1,130996.7649048536
12,49,30,3,1,146966.20870830177
19,32,28,5,1,120225.76385211661
15,38,28,3,1,123984.19403957941
12,48,18,5,0,97937.21028313076
11,22,23,2,0,73995.93029753176
17,45,19,4,0,113178.38814956328
14,59,29,1,0,150128.12826757846
10,31,20,2,0,71640.9257405217
12,21,21,2,1,67882.40482399479
19,30,23,1,0,101675.38945642913
17,47,23,3,0,126832.31510108657
13,37,24,3,1,105785.13425919299
16,32,22,3,0,94602.53788815206
19,56,24,4,1,152394.07522139777
11,41,19,2,1,87366.99144933048
16,31,18,5,0,81438.73562358406
14,21,29,1,0,102468.47321140327
14,56,27,2,1,142516.25913212463
15,26,25,3,1,98295.22657567765
18,45,18,1,0,100065.55932861082
15,45,29,5,1,142504.94398045068
17,43,19,2,0,97746.89876303096
16,31,28,2,0,104375.34681173846
18,35,29,4,0,129962.3791911264
13,42,27,2,0,116192.90349368964
11,59,23,2,1,128288.10613306858
16,28,18,5,1,83152.9912350845
15,51,27,5,0,137049.6267263425
10,34,20,1,0,72761.41310488881
20,56,24,3,1,144160.43094756088
18,32,29,5,1,119125.99974224695
18,24,25,1,1,101806.75464902438
11,30,21,2,1,86028.53199863821
12,29,29,1,1,99296.431234393
14,32,20,1,0,85177.26671354003
14,60,18,1,0,117637.16606270144
10,34,29,1,0,112297.08141936253
17,26,26,5,0,113847.17717961987
17,59,27,3,1,158158.85738026444
13,47,23,1,1,111931.35613515592
16,51,23,4,0,121705.42862838057
20,54,26,2,0,148223.72341026762
19,34,18,2,1,92220.48458484761
12,55,23,2,0,116287.7900100658
15,40,29,2,0,125396.84722274526
19,25,22,2,1,102061.83324021086
19,20,30,1,1,111028.56176420764
18,23,28,3,1,99690.99050056904
10,30,23,4,0,83907.93043075639
14,45,28,5,1,134367.2930677389
13,56,25,4,1,139462.1356115393
17,42,22,5,0,105818.74925336237
20,48,19,5,1,121413.36892643686
10,40,29,4,0,118305.10111215683
18,46,29,1,0,138067.2451449706
15,58,19,2,0,112354.99246178281
13,59,27,1,0,141741.74324660152
18,32,22,2,1,103920.72086624043
20,42,20,3,0,109140.09762616803
14,35,27,5,1,112150.31297193389
14,49,20,4,1,120489.07239452761
14,23,25,3,1,87500.84721928957
10,59,24,2,1,131059.50073054683
10,35,18,1,1,66177.80522672218
17,50,29,4,0,140735.67126332404
17,44,30,5,1,153948.39320859883
15,31,29,3,0,120777.56730026253
20,45,22,5,0,126864.37866788148
13,56,26,2,0,124565.7589473818
11,52,21,5,1,109341.64658604543
11,47,18,1,1,88707.60299490805
18,28,25,3,1,97134.530770037
14,31,22,3,1,89569.886788554
13,24,19,1,0,69903.68752188366
19,47,29,5,1,145340.4485428693
10,54,18,1,1,102447.81435005227
16,24,29,4,0,103463.98741199878
12,53,29,1,0,142016.15310563694
15,53,29,5,0,151966.0544650566
14,32,20,1,0,83809.99584374492
14,58,26,2,0,147392.18511209855
20,33,18,1,0,88585.69944239763
14,30,21,1,0,91734.62318592818
10,57,25,5,1,130469.61311947352
10,23,25,4,1,71659.4390932396
12,52,27,4,0,126685.39194878536
19,26,29,5,0,108241.01361053606
13,60,28,5,1,149299.0368186855
14,27,30,5,0,115143.06837201482
11,56,28,2,0,135754.35012246203
17,29,25,3,0,94725.01757325494
20,34,27,1,0,111719.01075973097
20,57,25,5,0,151212.3617815191
11,34,21,5,1,96623.70744319694
18,24,25,5,0,99105.20427015363
11,48,26,4,0,126719.40725391364
18,38,24,5,0,118009.1440360644
16,29,29,1,1,103867.54396826589
17,31,19,5,1,93506.78155200492
20,23,26,1,0,93804.84643901694
11,50,28,2,0,126916.09105791089
16,37,25,3,0,107886.59731042777
15,35,30,4,0,121981.95852897197
13,59,22,1,1,128256.87562717279
16,55,29,2,1,149596.7434377197
13,44,20,3,0,99620.6311733935
11,42,24,3,0,107338.6004913926
19,31,19,3,1,91120.30288751828
16,53,30,1,1,149637.00811223863
17,55,20,2,0,134460.87614285623
11,56,29,5,0,149197.79675902324
14,22,26,2,0,84507.61512172043
10,28,21,2,1,75533.45221056438
16,37,21,2,1,100642.07563422284
17,54,20,1,1,124399.7849338288
15,53,22,1,1,124395.3603184266
14,60,20,1,0,125435.98524138331
15,33,26,2,1,106241.1234791855
11,23,20,1,1,62427.27493722693
10,48,19,3,1,98060.75050495985
16,60,29,1,0,147319.96000924366
16,34,22,4,1,104475.37991352189
19,47,23,1,1,128910.48076480193
20,35,18,1,1,105557.99650262856
19,31,29,1,0,112522.4020316867
11,24,28,1,1,88982.0801424855
11,53,23,4,0,126334.9334901253
10,20,27,5,0,83794.45080505815
19,58,20,1,1,142157.68705481844
17,51,21,3,0,129881.3453957097
17,45,23,4,1,110350.44272462033
10,36,25,5,0,101286.85473055927
20,46,26,1,0,135313.2530231637
17,43,23,5,1,120385.87622072382
18,54,24,3,1,137827.67655104175
13,58,22,4,0,136810.43426037714
10,45,29,4,0,124364.83911996032
10,57,26,5,0,118815.27794683995
12,42,21,1,0,94787.18868846212
14,41,27,2,1,130855.87441737969
14,23,28,4,0,90914.78669619226
18,28,23,2,0,101087.68067894469
19,23,22,4,1,95712.3552947854
11,26,18,1,0,60720.576873066064
11,42,22,1,1,100945.49773205521
15,21,30,4,1,103151.68707836422
18,43,22,5,1,116863.37060986305
10,59,26,1,0,130157.31470319307
18,50,18,1,1,121103.33517076816
18,50,22,3,1,127132.52409471772
18,59,24,1,1,141639.9897980875
14,53,28,3,0,143245.89982774603
18,43,23,1,0,118632.29809064735
20,45,23,1,0,116039.945284549
13,35,29,5,0,113279.030716512
11,32,24,5,1,86506.00811463871
15,34,23,1,1,111750.64490876695
13,46,22,4,1,111186.31137268244
15,23,27,4,0,92116.04413586261
12,35,22,1,1,88999.16377860113
15,49,26,4,0,127729.05220455647
11,49,25,1,0,116584.84170079038
11,55,29,5,0,148675.43161135414
18,22,27,2,1,100486.70192175661
16,41,21,3,1,100561.98841386104
12,41,21,4,0,92760.03552497979
20,31,27,4,1,120373.02332091695
10,40,22,5,0,92837.10934306237
17,23,30,4,1,109545.90647333844
15,50,30,1,0,155228.50793791653
16,50,20,1,0,108971.47631688286
18,42,25,2,0,114769.01459894243
14,39,24,2,1,104798.66787930335
10,34,22,2,1,78004.1402309208
19,42,27,1,1,137430.52013901048
16,47,20,2,1,106703.50780928596
14,35,22,2,1,91630.17546745186
12,56,20,1,0,108332.84891426793
18,40,27,5,1,121541.72550216712
10,34,22,4,0,86725.7445057724
10,36,18,3,1,75244.16034455113
10,56,23,1,1,112976.53871916773
12,32,27,1,1,100138.92207195202
15,38,21,3,0,100828.30420787344
19,49,21,3,1,123290.07007226831
20,37,25,2,0,121496.40723736673
12,33,19,3,1,89992.6805386389
17,55,21,4,0,133572.4739662533
19,55,19,4,0,128579.25847801077
11,39,18,4,0,88560.97062726897
18,38,27,4,0,135135.56444750767
12,26,30,4,1,97793.76008779573
14,23,30,2,1,105663.59453159475
19,53,20,1,0,119515.2393978852
17,21,29,3,1,104708.5839703376
11,24,25,1,0,73389.57663942545
15,29,23,3,1,97279.48868027862
14,51,29,2,1,142899.62345302413
19,60,24,2,1,157497.511845821
18,32,19,5,0,90643.63493501488
14,58,23,5,1,135484.51835000917
11,24,25,2,0,79534.47852337093
14,29,25,2,1,108805.73501888203
13,29,21,3,0,84667.483520432
20,57,23,2,1,151223.3741959912
16,46,22,1,0,117621.78409653933
15,40,26,3,0,121409.7652076026
11,27,25,2,0,78124.41242050259
20,20,19,3,1,75200.79515200383
20,47,29,3,0,143393.3972673241
14,58,30,4,1,157295.41556341527
16,33,24,5,0,103982.4964162068
20,40,24,3,0,112961.62267995471
16,49,28,3,0,138714.70231285863
14,40,29,4,1,116937.51574147324
18,28,18,2,1,85882.35456065662
13,36,18,3,1,85519.76805066002
20,24,29,4,1,121226.7898250854
12,50,21,1,1,112064.2408430189
13,59,22,4,1,130188.03291617887
14,57,21,5,1,121618.82700745568
15,38,24,5,0,108027.3924579494
12,55,20,2,0,110561.44408560442
11,52,24,2,1,123857.75382738032
13,32,30,5,1,114894.48830472709
14,33,25,5,1,108524.57444137758
13,52,23,3,1,130769.180225884
20,48,23,5,1,126929.58801366824
12,55,25,2,0,129486.96236732896
17,29,25,5,1,105261.28199167168
19,50,24,2,1,136571.12515337992
13,25,23,1,1,84933.26328521993
11,20,23,5,0,79938.77689414604
11,26,27,2,0,84452.62792605005
10,46,28,4,0,115139.55365434391
13,40,30,3,0,125942.55774331665
19,47,30,2,1,150747.5536658161
18,35,23,5,0,112101.61945314372
20,42,25,5,0,125194.50590844783
16,39,18,1,0,83610.75547231753
19,57,22,4,0,145594.84215865718
16,44,20,2,0,108562.37008910942
16,47,29,4,1,139606.5112117287
17,24,25,1,0,81269.30355822154
10,40,28,3,0,109654.54907275569
19,37,23,4,0,115976.94433759584
19,25,19,1,1,83673.98680993798
17,48,30,2,1,139108.47413287658
13,38,24,3,1,109095.59256144719
13,52,24,5,1,128559.04787366324
13,20,30,1,1,101335.36360586341
15,22,22,5,1,78510.32964618037
16,40,25,3,1,114915.10428531533
15,54,22,1,1,126575.47977017128
10,60,18,1,0,108911.71572097394
17,59,26,3,0,145132.62454695755
19,22,21,2,1,93207.19390591733
20,44,30,1,0,150104.80850368948
16,57,19,3,1,120700.43874265162
15,39,21,4,0,102601.61185492837
15,53,30,5,0,142840.19343180239
14,40,26,1,1,123506.15822189343
15,42,19,4,0,103800.70841083176
18,25,21,1,1,90518.2896718603
19,32,19,2,1,91742.28526412227
18,42,22,3,0,119873.48566140163
19,28,20,1,1,94886.75550864583
17,36,27,3,0,117176.75651814099
19,21,19,1,0,67754.98032167238
18,38,26,2,1,123176.04181493507
19,38,22,2,1,110367.37279351133
17,26,27,4,1,115262.75158049839
17,39,22,2,1,108753.16037474886
10,28,18,3,1,67532.27205163836
19,36,23,2,0,113034.89933055168
20,46,30,1,1,148016.3784401706
14,21,24,2,0,82971.78032581997
13,55,18,3,1,110804.84627640253
11,38,26,1,0,98407.19876109305
17,36,25,4,0,108437.15681170828
12,24,29,4,0,95314.37535163702
13,58,25,4,0,138593.10374232018
16,37,24,1,0,108995.1864763458
19,26,22,4,1,97278.23864966592
18,36,20,2,0,98050.37033051508
11,58,29,1,1,139649.53242228317
12,55,26,1,0,134994.13035805768
13,59,24,1,1,127993.2797278339
19,23,28,5,0,101662.06779870228
10,57,27,3,0,135725.97839552013
16,44,27,5,1,135982.26193550567
11,24,25,5,1,89136.55950506427
14,49,23,5,0,120998.32803932355
10,31,29,3,0,104723.75265390733
12,23,28,5,1,90172.73013680328
11,43,22,4,0,99691.01433424084
10,48,25,1,0,111266.81348591358
16,28,20,1,1,78125.61418560754
14,23,29,2,0,95703.54189586331
10,43,30,4,0,123455.87927503236
15,33,30,3,1,118188.52879055616
14,24,24,1,0,81716.27488373677
12,37,19,5,1,75192.53813643451
16,38,20,2,1,100928.46223587591
20,31,30,2,0,122471.9251414525
19,37,29,1,0,125467.20056409405
18,36,19,4,1,92058.56952976185
18,49,22,2,1,133255.02968462717
18,43,24,1,0,127491.69358481075
11,30,28,4,1,94657.21022819725
12,54,27,1,0,131822.34889655453
16,42,28,1,1,132638.96316937677
14,36,28,4,1,116207.32522509902
11,20,28,4,1,84969.32035538767
12,34,27,4,0,102644.57235597566
19,51,30,1,1,155063.5242844136
15,28,18,2,1,89076.96782543564
16,34,30,3,1,128139.50510649105
18,47,27,3,1,132957.21247028653
10,43,26,1,0,106355.58478828412
20,54,18,1,1,122661.22914977219
16,41,18,2,0,91204.16512841579
17,46,29,4,1,136771.57866700654
12,38,27,1,1,114749.64918237415
13,31,25,5,0,95985.32517128566
19,39,23,4,0,117359.07409673568
15,20,23,1,1,86912.1435906151
19,40,29,5,1,135378.32414873896
16,20,26,2,1,91373.12987688584
13,29,21,5,0,78381.88630433989
17,51,25,1,1,136577.55082537685
14,58,21,3,0,133500.2220124063
10,41,19,1,1,93742.23567379372
13,37,28,3,0,114711.53003816116
12,51,25,2,0,120905.17796189821
18,46,29,2,0,141184.01966823282
17,47,24,4,1,128755.55751698794
10,37,21,4,1,92805.6919245199
20,58,26,3,0,150827.60094461954
15,48,26,3,0,126999.16181084237
18,37,25,2,0,113408.47959571941
16,27,18,5,1,82832.3212063273
13,50,24,3,1,127995.89733585897
10,53,22,3,1,114342.18779566007
11,26,24,5,0,78245.07909538088
14,55,29,4,1,151313.20312750712
20,37,26,4,1,129159.57441009705
14,57,19,3,1,120829.24518628421
17,28,30,4,0,112431.95449481212
15,28,28,4,1,105610.15104805368
17,27,21,4,1,97696.69701054017
11,54,21,2,1,117108.65149112731
12,37,19,1,1,90566.95672709253
15,24,20,3,1,72984.53700485623
19,33,28,3,0,126551.2275720889
12,47,30,2,0,136973.43109265028
15,49,25,1,0,124987.9253945133
15,23,29,1,0,101544.69940559122
11,58,26,2,1,143469.67153543746
16,39,23,5,1,106959.89318908099
11,44,27,5,0,117371.33177781738
15,47,19,1,0,107120.16965738936
10,31,19,5,0,74601.2413318216
12,21,24,5,1,82556.44502262986
11,33,25,5,1,102940.77428989249
16,41,25,1,1,119993.111520715
13,50,23,5,0,119735.82158633834
17,42,27,3,0,126080.23350781771
15,39,25,1,0,118276.69017102236
19,57,18,2,1,127931.01177855775
13,23,26,5,1,98276.58892948959
14,34,30,4,0,126124.12334462375
18,43,29,1,0,130595.25579133721
16,44,18,2,1,105677.54956357904
19,20,30,3,1,103598.9409863835
18,26,20,2,0,91085.83356580998
16,50,29,5,0,145942.7940171077
10,31,26,4,1,97200.08455437658
17,24,28,5,0,100674.37819837804
13,57,22,2,0,122466.04588310355
12,31,26,1,1,98630.94949278064
16,58,26,4,0,147454.96047616852
12,37,23,4,1,98574.41616919255
17,21,28,2,0,101891.6952279529
15,29,18,5,1,80487.69401717016
14,34,27,2,0,102946.68170559738
13,49,24,4,0,125101.90657885297
17,36,23,2,0,99203.61909265748
17,23,26,4,1,88882.8137960404
10,26,24,5,0,82480.78394993147
18,60,29,1,0,154846.566655843
14,50,28,1,1,136890.56026423437
13,58,29,2,0,152081.79050887137
15,53,30,4,1,156422.51902786715
15,25,21,1,1,81988.24097658115
11,57,24,4,1,124869.6837688324
17,53,19,5,0,117899.2397520626
16,34,23,2,1,102027.07724942666
10,33,23,4,0,88575.39836364698
14,25,19,2,1,67790.45236067355
15,56,21,4,0,124687.83616959414
13,51,25,4,1,133551.79062545506
11,22,25,5,1,85518.71878788334
13,22,30,2,0,95457.73192707065
10,41,25,3,1,112648.26205419759
16,41,25,4,0,111867.45253132762
11,29,18,4,1,75611.01191392666
11,22,19,1,0,62422.9687676094
18,31,29,2,1,123233.461718235
14,48,21,3,1,115482.30820649824
11,36,29,5,0,110733.75739600303
20,26,26,3,1,110959.95910459246
18,32,20,5,0,92921.8941001604
18,21,23,3,0,86526.19076894798
10,23,24,3,1,73860.50280672942
20,29,25,2,1,106775.54303972123
12,58,30,1,1,149283.7549184794
13,43,24,3,0,113498.61952199471
16,36,20,4,0,98835.96986401615
19,25,23,4,1,104978.49705598
13,38,22,4,0,99740.6323347351
11,24,30,1,1,92261.35211015589
16,51,29,3,1,150499.8281525303
15,29,27,5,1,109188.17134707364
12,28,21,5,0,79048.14266956535
15,46,18,2,0,98997.6263033932
20,32,30,1,1,123908.81787746589
15,38,24,3,0,104742.71656860775
14,40,25,4,1,108897.67125306925
13,43,19,1,1,101327.54960046845
19,57,24,1,0,144673.9978051191
10,23,23,3,1,74965.28736197454
19,43,22,2,1,115396.25308140641
15,54,30,2,1,156446.84188055465
11,22,21,2,1,60896.82050975574
12,23,19,4,1,66845.03547586926
17,56,27,4,0,153910.7318371272
19,59,23,3,0,134536.8578961389
15,54,22,2,1,127880.24952761688
12,50,19,3,0,101699.2147379796
16,44,27,2,1,129605.80545590934
13,59,24,1,1,133627.7468351737
18,32,23,5,1,108968.45644803111
14,23,29,5,1,108662.71893103981
12,33,28,2,0,118066.63187095309
11,32,26,3,0,96433.00075438914
20,46,28,4,1,148689.8637604012
11,25,27,2,0,90210.77031974302
12,36,22,2,1,96080.40759674151
11,55,26,4,0,139878.9997379119
13,59,26,2,1,139079.03303576302
11,54,30,1,1,140208.5750074262
19,36,18,4,1,97122.6317067501
18,60,22,1,0,134075.7567800108
11,21,26,5,0,82492.62532579983
18,32,24,4,1,111289.84961535118
15,21,23,4,0,84641.80978761923
10,47,23,3,0,107580.87144214498
13,45,28,3,0,132210.1796455153
10,41,24,4,0,93131.08730799967
15,22,18,5,0,79626.91028341195
13,54,21,2,0,120836.28306312623
12,31,30,3,0,107347.82212954266
