Distance Traveled (miles),Number of Participants,Age,Accommodation Quality,Duration of Stay (days),Travel Expenses (USD)
157,1,63,3,2,2244.3836694281667
20,3,20,5,3,2100.5285074497674
263,5,22,5,3,2488.8716749175333
339,1,31,3,2,1740.3105235831893
369,1,20,1,2,1186.0215221031235
47,2,40,3,2,1857.6034520450178
143,5,56,1,2,2339.9842421193725
209,1,47,5,1,2027.8222495190887
32,1,62,1,1,1732.399300027742
312,5,40,5,3,2812.276068754672
355,3,44,1,3,2049.680790519137
311,5,27,1,1,1529.8109647881051
372,5,42,3,3,2485.7717931600814
405,3,30,1,2,1666.9110239210859
227,5,33,5,3,2645.150956255027
150,1,58,3,3,2316.691635734601
113,5,51,1,3,2354.331507939157
455,3,54,3,1,2224.2432836606763
219,4,39,4,1,2051.714844241739
482,5,34,3,3,2422.2325981551508
490,2,40,4,2,2278.0812903318106
120,1,53,4,3,2336.3079781315582
113,1,26,3,1,1247.032538721686
325,2,19,5,2,1862.8920016714446
180,2,49,5,3,2592.120889355623
469,5,39,5,1,2495.830687831594
365,2,60,2,2,2277.9430378687694
333,4,30,4,3,2362.0286720957456
142,3,25,3,1,1440.0093996766864
385,2,18,5,2,1890.9817044610888
302,2,34,5,3,2260.606819027743
337,4,29,3,2,2010.3728835968384
136,1,21,4,2,1621.864586594653
115,1,30,3,2,1568.5234859893771
101,5,48,2,1,2029.266907354444
296,4,58,2,3,2586.047716084843
387,3,24,3,2,1885.105763097613
402,3,40,4,2,2312.4006864603034
60,4,41,5,2,2348.0680144703474
38,3,22,2,1,1317.5486197525738
471,1,22,2,2,1516.850861718972
305,3,34,4,1,1911.8928232598576
306,3,47,2,1,1917.775617860821
223,4,26,2,2,1755.4763754334385
276,4,23,4,2,1976.719743301907
416,3,42,3,1,2001.2823687576224
266,2,36,5,1,2015.2261273676427
311,4,33,5,2,2331.718303478398
110,5,38,2,1,1882.3272231638553
414,5,19,5,1,1938.1393284463704
355,1,27,3,2,1701.3470506563785
119,3,33,2,2,1658.581772812283
429,2,54,5,3,2832.3234066453897
191,1,32,1,2,1305.5897256913634
480,3,30,1,2,1624.0487732575332
322,4,30,1,2,1706.6459497415842
10,5,49,1,3,2238.6369742520037
328,2,62,1,1,2006.9900016406825
447,5,64,2,2,2683.546242216742
64,4,63,4,2,2722.8202728788838
380,3,25,4,3,2189.486933797194
433,4,60,2,3,2745.3964113042666
408,4,35,2,3,2149.4029396850706
158,5,53,3,1,2293.44039009318
440,2,43,4,3,2498.660950762385
466,4,27,1,1,1498.1684906644605
318,5,48,2,2,2338.046836277809
146,2,50,1,2,1846.7975771367965
211,3,46,4,2,2299.608490439781
445,3,22,5,3,2351.2713665878427
322,1,30,5,2,1895.8534012110672
126,5,18,2,3,1727.2316062001405
163,2,40,3,1,1679.7890409692793
434,4,57,1,2,2321.0674946549466
300,3,20,2,1,1312.2514633715598
72,2,20,3,3,1619.1125199147805
253,5,24,1,3,1852.0710198475938
34,1,53,4,2,2182.0185486362475
99,3,52,5,2,2507.6716489388987
84,2,32,3,3,1872.7763153532662
303,2,57,1,2,2041.854920008878
395,2,20,2,2,1537.246946448782
400,5,46,1,1,1909.2875854871695
219,5,47,2,3,2528.547983494091
484,5,56,5,1,2783.668728620987
427,4,35,5,2,2431.6652896573187
356,2,28,1,1,1294.7141395825497
26,3,60,1,3,2268.1645986929893
137,5,55,2,1,2056.802675129494
436,5,57,2,1,2352.5916005906824
452,2,18,3,2,1664.8999371867233
373,5,46,3,3,2707.8962140413823
260,4,27,3,2,1914.211858213701
188,4,45,1,2,1926.1954809040008
191,5,48,3,3,2641.7340546679234
161,2,36,1,1,1440.0885145533052
34,2,20,5,2,1771.6770360496748
464,2,53,4,1,2282.879530826894
189,1,60,5,3,2807.343182972343
207,5,32,1,2,1737.010523104636
353,2,50,1,1,1729.6324324738937
170,4,58,4,1,2565.382591292842
186,3,60,2,2,2315.6689343490893
294,3,62,2,3,2625.339142449828
72,2,43,2,1,1579.565061969686
500,3,33,3,3,2289.315128533288
159,3,53,2,2,2200.2930560472328
163,1,50,3,1,1755.7911872340771
165,4,37,3,1,1867.6857209232373
379,4,30,2,1,1706.9873593887883
478,1,50,2,3,2236.182011811611
58,1,22,4,1,1344.643297531597
464,3,54,4,1,2481.7591854390685
346,5,31,3,2,2153.181457463486
93,3,44,4,1,1991.443745279149
370,1,40,3,3,2184.2115108755524
186,4,31,1,2,1732.4875256447294
157,3,57,3,2,2425.5372730887675
127,5,21,3,1,1612.71906394566
351,3,56,4,2,2576.8793931787623
485,2,36,1,1,1460.495575647239
72,3,64,5,2,2778.6995711184654
198,1,21,5,3,2023.9279106392676
369,4,47,5,1,2502.709050343064
58,4,36,1,3,1986.6034899785468
336,1,48,2,1,1630.9815202119073
266,2,48,1,3,2050.008963621713
233,1,26,4,3,1978.0829211832597
150,3,30,3,2,1794.5551340458128
487,1,31,3,1,1556.9240175450682
224,1,63,4,2,2411.6413677084083
444,2,27,4,3,2167.220051542598
388,3,48,3,1,2042.3933036671003
449,5,54,2,3,2778.152006616715
220,5,40,2,3,2335.7468729699604
327,4,44,2,3,2333.463001954506
41,1,23,4,3,1776.4751333148854
167,4,43,3,2,2247.5962680570437
294,2,19,3,3,1844.0449763930237
314,5,62,3,2,2700.304109872231
438,1,30,1,3,1632.341956366539
486,2,36,1,1,1495.1333838821718
295,2,18,5,3,2026.2697550583623
153,1,57,1,3,1976.2620951883428
433,2,49,2,1,1855.7560726882286
28,1,39,2,1,1358.8093780402078
27,1,46,2,3,1873.4923094645233
266,3,19,2,3,1735.0140137732394
87,4,57,5,2,2727.208924643118
380,2,55,2,1,2020.864357707343
184,2,28,4,1,1602.7611207075493
203,3,34,4,2,2113.1951017723222
485,3,60,4,3,2949.7359898998893
122,3,25,1,3,1583.5767686381153
123,5,39,3,1,2071.714232406185
231,5,21,5,2,2191.1353155868946
175,5,28,4,3,2321.1726296514016
444,1,25,4,1,1636.051765317333
328,2,26,2,3,1736.6757271200481
141,4,43,4,3,2521.6616094054284
394,1,19,2,3,1678.4544034145158
273,2,33,2,1,1408.0202983517102
422,2,48,3,2,2194.5887997006116
64,3,23,1,2,1334.620405984884
368,3,38,2,3,2125.6799517789045
140,1,43,2,2,1704.967649048536
297,3,36,3,3,2303.162087083018
275,2,45,2,1,1709.7576385211662
467,3,25,5,1,2003.3419403957942
476,5,31,1,1,1677.3721028313075
375,3,41,5,3,2677.4593029753178
171,2,61,4,2,2552.283881495633
389,1,54,1,1,1720.7812826757847
490,4,43,4,3,2676.409257405217
96,3,48,2,2,2001.8240482399478
64,2,49,3,2,2088.7538945642914
485,4,58,5,2,2995.823151010866
297,4,19,4,3,2141.35134259193
187,5,42,2,3,2329.5253788815207
400,4,61,5,3,3233.9407522139777
358,2,19,5,1,1677.6699144933048
17,2,59,4,3,2567.8873562358403
330,3,18,2,1,1414.6847321140326
322,3,53,3,1,2166.162591321246
256,3,29,4,1,1840.9522657567763
332,4,26,5,3,2391.6555932861083
481,4,53,5,1,2700.5494398045066
480,5,58,1,3,2592.4689876303096
452,3,45,2,3,2264.7534681173847
264,1,55,1,1,1726.6237919112639
337,5,50,3,1,2300.429034936896
63,1,59,4,1,2099.381061330686
258,4,63,5,3,3160.529912350845
248,5,39,2,3,2289.496267263425
238,5,42,5,1,2356.614131048888
76,2,35,1,1,1259.6043094756087
60,4,23,1,2,1391.2599974224695
106,4,35,4,1,2011.0675464902438
101,5,33,2,2,1970.785319986382
273,4,32,2,2,1834.46431234393
427,5,25,4,3,2435.2726671354003
300,2,30,1,3,1686.3716606270143
105,5,60,1,2,2375.4708141936253
97,4,24,1,2,1596.9717717961987
87,4,34,5,1,2110.0885738026445
297,5,49,3,2,2452.813561351559
129,5,39,1,1,1636.5542862838056
311,5,30,3,3,2317.737234102676
500,3,64,3,1,2472.204845848476
409,4,40,2,3,2232.377900100658
461,4,46,4,2,2554.4684722274524
174,3,39,5,2,2422.6183324021085
191,5,18,3,2,1845.7856176420764
478,2,46,5,1,2250.9099050056902
407,5,22,2,3,2042.579304307564
232,5,52,1,3,2424.672930677389
320,3,27,3,3,2074.621356115393
441,4,36,4,3,2458.6874925336238
475,5,54,2,3,2711.6336892643685
16,4,24,5,1,1851.0510111215683
339,1,63,1,3,2270.172451449706
272,4,52,5,2,2629.549924617828
170,2,62,4,3,2717.4174324660153
160,2,30,3,2,1769.2072086624044
94,5,27,4,1,1858.4009762616804
156,4,19,5,1,1784.5031297193389
121,5,23,5,2,2240.390723945276
390,3,25,4,3,2185.0084721928956
412,2,53,4,1,2271.5950073054682
45,5,42,4,1,2069.278052267222
294,3,61,1,1,1964.3567126332402
197,5,64,5,3,3337.9839320859883
91,4,57,2,2,2368.2756730026254
11,4,24,1,2,1459.1437866788146
394,4,63,1,3,2492.657589473818
312,4,40,1,1,1639.4164658604543
206,1,36,2,3,1755.0760299490805
413,3,63,4,3,2897.84530770037
20,3,39,5,2,2220.69886788554
243,4,30,3,3,2210.5368752188365
395,1,38,3,3,2075.904485428693
204,4,18,5,1,1796.4781435005227
480,1,36,2,1,1544.6398741199878
128,4,50,3,2,2359.1615310563693
405,2,21,1,1,1217.160544650566
29,2,59,3,3,2452.599958437449
270,5,20,5,3,2448.9218511209856
302,4,44,1,3,2161.856994423976
431,3,58,3,2,2612.846231859282
265,5,52,5,1,2592.1961311947352
231,2,45,2,3,2017.094390932396
402,4,23,5,1,1947.8539194878535
235,5,23,2,1,1509.9101361053606
62,4,61,1,1,1963.990368186855
437,2,40,5,1,2224.9306837201484
364,5,50,4,2,2659.5435012246203
351,2,33,4,2,1967.7501757325495
373,1,41,4,2,2033.6901075973096
289,2,22,4,3,1981.623617815191
90,4,58,4,3,2881.237074431969
211,3,59,2,3,2496.5520427015363
167,2,30,5,2,2080.6940725391364
129,3,64,1,1,2014.5914403606441
68,1,29,4,2,1637.6754396826589
224,5,22,4,3,2282.067815520049
137,5,54,1,3,2341.5484643901696
233,3,48,1,1,1705.660910579109
218,5,45,4,2,2472.8659731042776
379,2,45,2,1,1784.3195852897197
124,3,47,1,2,1839.568756271728
218,4,35,5,3,2539.967434377197
23,2,61,5,1,2367.706311733935
18,2,44,2,1,1602.386004913926
49,2,52,3,2,2100.703028875183
459,4,43,2,2,2180.870081122386
246,1,56,4,2,2442.608761428562
290,5,35,3,3,2446.9779675902323
368,3,50,4,2,2459.0761512172044
210,1,42,5,3,2400.334522105644
255,3,48,1,2,1938.9207563422285
287,5,54,4,2,2727.4978493382882
244,4,19,5,3,2250.953603184266
13,2,50,2,2,1910.859852413833
163,2,56,4,3,2588.911234791855
451,4,60,5,3,3144.7727493722696
38,1,60,1,2,1849.6075050495986
118,1,49,4,2,2052.1996000924364
107,3,35,5,1,2038.253799135219
224,4,34,4,2,2216.1048076480192
302,1,51,1,1,1721.5799650262857
84,4,56,4,2,2502.2240203168667
335,5,24,4,3,2327.320801424855
155,2,59,5,3,2865.849334901253
137,2,52,3,1,1976.4445080505814
350,2,47,4,2,2396.5768705481846
51,4,29,3,1,1729.313453957097
365,4,52,2,2,2201.0044272462032
50,3,28,4,2,1897.8685473055928
431,2,61,3,3,2698.6325302316372
43,3,21,2,1,1240.3587622072382
26,2,42,5,3,2381.2767655104176
174,3,49,4,3,2645.1043426037713
162,3,37,5,3,2469.6483911996033
495,5,48,2,1,2050.6527794684
387,3,21,5,2,2041.3718868846213
85,4,55,5,2,2796.0587441737966
96,3,64,1,1,1922.1478669619225
126,2,18,2,2,1383.8768067894468
371,3,20,5,1,1887.623552947854
351,1,54,3,1,1992.7057687306606
478,2,39,2,2,1928.4549773205522
36,1,34,1,3,1544.5168707836422
322,2,31,4,1,1754.6337060986305
296,4,58,5,1,2624.5731470319306
143,4,52,3,1,2232.5333517076815
228,4,30,1,1,1455.3252409471772
177,1,52,2,2,1889.899897980875
107,5,60,5,2,2930.95899827746
277,2,19,1,1,1089.8229809064735
246,4,64,1,3,2478.39945284549
318,2,30,3,2,1776.7903071651199
464,1,33,4,3,2107.060081146387
403,5,35,4,3,2729.0064490876694
182,1,24,4,1,1452.8631137268244
410,2,62,2,2,2311.160441358626
419,5,53,1,1,2094.4916377860113
478,5,58,2,1,2361.2905220455646
485,1,47,1,3,2023.3484170079037
199,4,59,3,3,2791.2543161135413
131,2,58,3,3,2480.367019217566
55,3,24,2,1,1238.1198841386104
73,3,32,2,1,1419.1003552497978
139,1,57,3,1,1968.2302332091697
319,2,36,5,1,1987.8710934306237
372,2,60,4,1,2376.4590647333844
202,1,54,4,1,2213.2850793791654
316,2,19,3,1,1337.7147631688285
190,4,59,4,1,2402.6901459894243
301,1,30,5,2,1963.4866787930337
380,4,57,5,2,2790.041402309208
291,2,58,1,2,2119.8052013901047
38,1,60,2,2,1961.0350780928595
158,2,60,4,1,2230.3017546745186
276,1,48,5,1,2081.3284891426792
305,2,33,2,3,1827.9172550216713
20,4,59,2,3,2487.257445057724
173,4,61,1,2,2218.941603445511
122,2,23,2,3,1530.7653871916773
196,1,45,2,2,1779.3892207195202
304,3,49,3,1,2100.2830420787345
241,4,61,1,1,2068.4007007226833
236,4,27,1,3,1837.9640723736672
319,3,35,4,1,2044.426805386389
107,2,21,2,1,1214.224739662533
64,1,26,4,2,1662.7925847801077
120,2,24,5,3,2130.6097062726894
161,5,25,2,1,1691.8556444750768
255,4,60,5,3,3005.4376008779573
415,5,24,3,1,1869.1359453159475
78,4,58,2,2,2249.152393978852
321,4,57,4,1,2512.5858397033758
298,5,20,4,3,2182.8957663942547
259,5,34,2,3,2247.294886802786
45,2,19,4,2,1616.4962345302415
248,5,32,2,1,1838.97511845821
157,2,63,1,2,2074.9363493501487
476,2,46,4,3,2542.845183500092
236,2,39,2,2,1783.3447852337092
253,4,21,2,1,1569.5573501888202
500,4,23,4,1,1941.67483520432
346,5,55,1,2,2390.233741959912
455,4,43,4,3,2723.7178409653934
374,5,28,2,3,2191.097652076026
500,4,43,1,2,1986.2441242050259
491,1,34,5,1,1947.5079515200384
210,1,41,3,1,1643.933972673241
163,5,45,4,1,2284.454155634153
459,4,52,2,1,2164.324964162068
82,4,48,1,3,2070.6162267995473
210,2,30,1,1,1257.1470231285864
305,3,52,5,2,2541.8751574147323
26,5,33,4,2,2211.8235456065663
138,3,32,1,2,1564.1976805066001
226,3,60,5,2,2825.267898250854
70,5,35,2,1,1745.6424084301889
436,4,64,5,3,3224.8803291617887
113,5,54,4,1,2357.688270074557
51,3,58,5,3,2815.773924579494
34,4,44,1,1,1607.6144408560442
48,1,52,1,3,1932.5775382738032
300,5,62,3,2,2718.9448830472707
140,5,52,5,2,2790.245744413776
238,4,45,2,3,2386.69180225884
117,1,56,4,3,2407.7958801366826
181,1,55,3,3,2340.3696236732894
444,4,26,5,2,2289.612819916717
487,2,29,2,2,1739.2112515337992
111,5,32,3,1,1879.8326328521994
363,5,38,1,3,2270.8877689414603
21,3,52,4,3,2495.0262792605004
284,4,59,5,3,2993.395536543439
110,3,50,2,2,2064.4255774331664
53,3,36,1,3,1818.975536658161
452,1,40,3,3,2212.016194531437
314,5,30,4,2,2218.945059084478
454,3,61,3,3,2718.1075547231753
26,1,18,3,1,1183.9484215865718
339,4,46,2,2,2215.1237008910944
66,3,41,1,2,1684.0651121172868
320,5,33,5,2,2362.6930355822155
312,3,42,2,1,1762.5454907275569
21,4,40,4,2,2245.2694433759584
327,3,45,3,2,2235.2398680993797
89,5,64,4,2,2755.584741328766
225,1,33,2,2,1603.4559256144719
348,5,60,2,1,2369.5904787366326
273,1,55,5,3,2749.853636058634
488,2,28,3,3,2019.1032964618037
158,5,20,2,2,1648.1510428531533
90,5,32,4,1,1990.754797701713
224,4,18,5,2,2001.1171572097394
494,3,24,4,3,2183.3262454695755
383,1,18,3,3,1793.5719390591732
473,1,49,5,1,2337.5480850368945
207,4,26,5,3,2325.504387426516
209,4,46,5,2,2585.516118549284
34,3,43,1,1,1450.401934318024
475,3,40,5,3,2772.5615822189343
98,5,62,4,2,2827.0070841083175
277,2,60,4,1,2388.682896718603
152,3,46,3,2,2133.4228526412226
68,4,55,2,3,2492.7348566140163
419,3,50,2,2,2268.367555086458
498,1,24,1,1,1170.76756518141
374,2,29,5,2,2059.549803216724
35,5,48,1,3,2249.2604181493507
56,1,49,3,1,1751.6737279351132
297,1,37,3,1,1731.127515804984
275,2,34,2,3,1920.0316037474886
25,5,53,3,2,2427.8227205163835
208,4,20,5,2,2094.3489933055166
410,5,18,4,3,2265.163784401706
416,3,44,3,1,2072.7178032581996
291,1,64,1,3,2248.5484627640253
478,3,57,5,1,2573.0719876109306
95,4,50,3,1,2051.871568117083
259,3,37,3,2,2002.6437535163702
400,5,31,5,3,2675.931037423202
279,3,53,3,1,2174.451864763458
344,4,22,4,2,2034.7823864966592
126,4,40,2,3,2163.503703305151
16,4,62,5,3,2944.4953242228316
146,5,32,1,1,1597.941303580577
380,4,23,3,1,1624.932797278339
185,1,50,2,1,1634.1206779870229
337,4,36,1,3,2040.7597839552013
324,3,30,1,1,1451.8226193550568
224,3,46,4,3,2563.3655950506427
486,3,23,2,2,1697.9832803932354
91,5,32,5,3,2557.7375265390733
232,3,33,2,1,1522.7273013680328
487,5,41,2,3,2435.4101433424084
381,5,40,1,1,1813.1681348591358
432,4,27,4,2,2107.2561418560754
492,1,58,4,1,2288.0354189586333
411,4,58,2,1,2255.0587927503234
452,4,34,2,1,1782.8852879055614
499,5,61,3,1,2606.662748837368
112,5,62,1,1,2002.925381364345
282,3,47,5,1,2350.284622358759
23,3,61,5,2,2661.219251414525
168,4,63,4,2,2723.6720056409404
161,2,27,1,3,1501.0856952976185
492,2,36,4,1,2043.5502968462715
117,3,46,5,3,2708.4169358481076
197,2,19,2,2,1295.0721022819725
310,3,53,1,2,2053.2234889655456
107,5,36,1,1,1669.8896316937676
140,4,24,3,1,1582.0732522509902
302,1,43,2,3,1980.6932035538766
180,4,32,2,2,1796.4457235597567
433,3,64,4,3,3012.135242844136
483,3,55,1,3,2522.269678254356
192,4,20,4,3,2137.3950510649106
480,3,55,2,1,2084.572124702865
373,2,33,3,2,1865.0558478828411
48,2,19,1,3,1340.6122914977218
24,3,48,2,2,1929.041651284158
385,3,45,3,2,2190.2157866700654
13,2,24,5,3,2073.9964918237415
358,3,47,2,3,2293.8532517128565
479,3,60,5,1,2708.090740967357
418,4,24,4,2,2178.121435906151
406,1,53,5,3,2686.7832414873897
219,2,46,2,3,2143.2312987688583
170,4,41,5,2,2403.818863043399
25,1,56,1,3,2003.2755082537685
435,3,21,2,2,1702.5022201240631
117,3,46,3,3,2390.922356737937
391,4,61,5,2,2967.6153003816116
459,3,22,1,3,1693.551779618982
320,5,46,4,3,2791.840196682328
236,4,47,4,1,2260.5555751698794
179,1,46,5,2,2282.556919245199
43,4,43,4,1,2049.7760094461955
423,2,36,3,3,2161.4916181084236
260,4,43,2,2,2079.0847959571943
256,3,54,1,2,2091.323212063273
278,3,44,5,3,2708.9589733585894
150,5,47,4,3,2693.421877956601
283,5,47,2,3,2423.950790953809
425,5,20,3,3,2180.6320312750713
105,1,60,4,2,2389.0957441009705
236,5,24,4,1,1891.2924518628422
388,1,26,1,2,1328.3195449481211
48,5,58,3,2,2510.101510480537
311,1,59,3,2,2367.4669701054017
38,4,30,5,2,2180.0865149112733
455,4,32,1,3,2068.169567270925
486,3,22,5,1,1892.8453700485622
327,1,46,1,2,1794.012275720889
254,2,52,3,2,2261.734310926503
245,3,44,1,1,1647.3792539451329
194,4,44,1,3,2157.446994055912
281,1,25,1,2,1355.1967153543749
449,5,49,2,3,2549.09893189081
245,2,37,2,2,1736.2133177781739
248,4,27,3,2,1940.2016965738935
386,3,30,1,1,1444.012413318216
275,1,46,3,1,1828.0644502262985
423,2,52,2,3,2385.907742898925
418,1,25,1,2,1383.93111520715
368,5,46,5,3,2941.3582158633835
349,3,48,2,1,1925.302335078177
398,1,58,2,1,2036.7669017102237
74,4,47,2,1,1881.3101177855776
487,3,39,1,1,1741.265889294896
186,4,38,4,1,2124.2412334462374
12,1,29,5,3,1996.9525579133722
438,3,28,5,3,2465.7754956357903
151,4,19,3,1,1451.4894098638351
385,5,58,1,2,2483.3583356581
167,5,19,2,2,1672.927940171077
333,1,51,4,2,2293.5008455437655
155,3,20,1,2,1284.2437819837803
455,2,33,1,2,1607.1604588310356
302,3,21,4,1,1682.3094949278063
162,5,40,2,3,2285.5496047616853
441,4,37,1,1,1691.2441616919255
202,2,42,5,2,2334.916952279529
446,1,47,5,2,2412.8769401717013
472,2,35,4,3,2285.466817055974
82,1,59,2,1,1857.0190657885298
408,2,28,4,3,2106.036190926575
314,1,46,1,2,1630.8281379604039
386,1,34,5,2,2127.807839499315
353,2,43,3,3,2234.96566655843
461,2,40,4,2,2239.4056026423436
149,1,37,3,1,1605.3179050887138
196,5,62,3,2,2737.2251902786716
302,2,19,5,2,1905.8824097658114
70,3,41,4,1,1888.696837688324
494,4,48,3,2,2420.9923975206257
436,1,44,1,3,1948.2707724942666
389,1,19,2,3,1575.25398363647
207,4,31,2,2,1776.4045236067354
304,5,21,5,1,1998.8783616959413
449,4,30,4,1,2065.017906254551
328,2,53,4,3,2649.1871878788334
311,4,52,2,2,2280.0773192707065
353,1,61,1,1,1897.982620541976
20,4,25,2,1,1343.6745253132763
71,3,19,2,3,1656.6101191392665
342,2,23,4,3,2065.229687676094
235,4,48,3,1,2164.83461718235
162,1,27,1,3,1485.8230820649824
208,2,61,4,1,2291.3375739600306
61,1,38,2,2,1620.0995910459246
269,5,59,3,3,2843.718941001604
68,3,27,1,3,1634.2619076894798
81,5,40,5,2,2454.105028067294
157,3,20,1,1,1111.2554303972124
358,4,49,1,1,1901.837549184794
72,2,37,2,3,1895.9861952199471
319,4,27,2,1,1627.8596986401615
382,3,46,5,1,2445.7849705598
252,3,58,5,2,2743.406323347351
375,3,63,5,2,2850.113521101559
339,1,51,4,2,2329.4982815253034
116,2,54,4,3,2554.8817134707365
235,4,37,2,2,1947.9814266956537
322,4,25,2,2,1740.9762630339321
227,5,24,5,1,2012.588178774659
434,3,23,4,2,1944.4271656860774
250,3,28,3,3,1973.9767125306926
268,3,61,4,2,2702.2754960046846
385,4,35,2,3,2214.2399780511914
271,5,59,4,1,2620.152873619745
14,1,46,2,1,1495.962530814064
270,2,42,5,2,2379.4684188055467
63,1,38,5,1,1770.4682050975573
56,4,63,5,2,2831.4503547586924
224,3,20,3,1,1511.1073183712722
186,2,35,3,3,1943.3685789613892
18,4,41,2,1,1737.8024952761687
108,4,64,1,2,2250.992147379796
29,4,55,3,2,2370.5580545590933
387,2,27,2,2,1614.7774683517368
250,2,44,4,3,2434.684564480311
70,5,29,5,1,2126.627189310398
388,5,24,5,2,2449.666318709531
499,1,34,5,3,2373.8300075438915
428,2,18,2,3,1710.898637604012
187,2,43,5,3,2520.60770319743
347,2,32,3,1,1684.304075967415
71,5,50,4,1,2409.2899973791186
154,4,54,5,1,2472.79033035763
225,3,64,2,3,2574.5857500742623
12,5,48,4,1,2257.226317067501
169,2,52,5,2,2425.257567800108
236,5,18,1,3,1727.9262532579983
495,1,25,5,1,1830.3984961535118
278,2,29,3,3,2010.4180978761924
129,1,36,4,3,2075.3087144214496
390,2,42,3,1,1942.1017964551531
98,5,49,1,3,2175.310873079997
338,4,29,1,1,1615.2691028341196
77,3,30,3,1,1616.8628306312623
407,1,45,4,1,1981.9782212954267
366,5,18,1,3,1816.1050830726733
107,4,23,1,3,1655.8606499848406
276,5,25,5,1,1983.5391024836024
114,1,21,2,3,1479.3452853370911
449,3,22,1,1,1360.0753474303526
332,5,42,4,2,2554.18961271628
132,2,39,4,3,2258.584889893298
485,4,45,5,3,2940.3885815639474
38,5,56,4,2,2660.7719963365466
146,4,40,5,2,2434.1287961413686
204,2,21,1,2,1237.5503534376514
418,3,21,1,1,1261.639467506194
235,3,64,1,1,2034.6819157550394
341,2,38,1,2,1694.7739233997077
179,4,54,2,1,2109.6576599249775
18,5,58,2,3,2538.278643184326
472,2,19,1,2,1296.4119593306873
49,1,24,4,3,1876.4880420994766
34,4,33,5,1,1978.5689559369969
270,3,34,3,2,1989.5047501271972
404,2,37,5,1,2104.659176839437
452,3,40,3,3,2358.78323370812
235,4,51,3,1,2217.8728900210276
481,3,28,1,3,1790.1185102878155
133,2,51,3,1,2018.0364832737855
472,4,50,1,3,2517.743890042579
47,1,43,2,1,1545.0457564127285
337,2,19,4,2,1707.9954533244709
260,5,40,3,2,2163.7156119906995
398,2,58,4,1,2382.8681936995663
185,4,39,1,3,1957.8313782374971
99,2,51,3,1,1898.842038692756
411,1,32,5,2,2171.6410977912838
463,1,27,2,3,1852.684099143134
46,5,32,2,1,1749.5832853987238
325,3,59,3,1,2297.4207262780756
185,4,46,2,3,2357.329987159378
470,4,40,5,1,2285.4278637786124
293,3,34,4,2,2051.5422735050283
462,1,26,5,2,1986.5902196811494
470,1,53,2,3,2337.064839964849
90,2,26,4,1,1543.6793859982688
123,5,33,5,1,2211.6329194054174
49,5,53,1,2,2076.8222584265577
310,5,50,1,3,2410.101570837666
233,2,48,4,3,2503.9941185195808
327,5,23,4,3,2361.3702269831724
358,3,27,4,2,1996.421966782105
124,2,33,1,2,1473.433123941238
195,3,21,5,3,2090.4629491024207
332,2,39,4,3,2340.7457727869264
65,5,30,1,1,1536.583959999598
49,3,33,4,1,1771.3554631508027
363,3,46,4,3,2564.1033739994077
49,3,23,4,2,1823.5713724362713
356,2,43,1,2,1902.2604310830452
470,4,28,5,1,2253.6635213760137
246,5,41,1,3,2206.0711305950385
298,3,46,1,2,1957.525154884943
271,4,20,4,2,2017.431477959544
225,5,27,3,2,2014.5648349165215
156,5,18,3,2,1811.065738972414
345,3,60,3,1,2306.3516241346542
177,3,43,1,2,1916.898739594591
101,2,29,4,2,1866.4376831445247
362,4,31,3,3,2237.6364711401825
68,4,42,2,3,2145.2333090573466
68,3,25,2,1,1241.1395494859564
313,5,60,2,1,2277.473957690513
178,3,21,5,1,1722.692524135491
278,5,45,4,1,2385.4163643479615
372,5,24,1,2,1732.3056614469895
54,3,27,1,3,1554.2598500479535
354,1,53,4,2,2290.674120175819
190,4,19,5,2,2039.080151870898
179,5,43,4,2,2533.1737924599797
365,5,31,5,3,2597.40200480261
200,1,33,3,1,1532.9468403380931
164,2,60,3,1,2109.7284030253436
431,1,59,5,3,2824.6790745547755
197,1,34,4,3,2019.8285780361973
16,5,63,3,1,2449.324788252154
142,4,39,4,2,2226.6855048084863
244,1,21,3,1,1274.4235286054468
54,2,36,4,3,2196.2164141363505
323,3,19,4,1,1693.3252258781754
258,1,56,2,1,1812.5090725861003
40,1,26,5,1,1604.8469772600752
32,2,36,1,3,1731.3133277282636
435,4,33,5,3,2618.3274073060816
403,1,42,4,1,1975.0202431686778
169,1,35,4,1,1668.5718597950058
372,4,40,5,2,2518.6918035508124
446,2,38,4,2,2136.390912291315
167,1,28,3,1,1479.0997207406378
48,4,56,4,3,2719.782013702638
424,1,58,5,2,2581.940114762667
91,3,21,5,1,1663.2310608460605
365,5,42,5,2,2676.7257948673478
267,3,49,2,2,2062.652475837347
215,1,47,2,2,1811.8724982399044
86,2,62,2,3,2422.947842152628
486,5,43,2,1,2125.4358205517424
21,3,53,2,3,2203.2341809482773
304,4,51,2,3,2508.2412000665945
459,2,26,2,2,1651.1394085209995
233,3,29,5,1,2003.3580618029173
22,4,19,1,2,1411.899474138395
55,1,55,2,3,2047.0662970952737
164,4,22,5,3,2310.231518065986
122,3,22,1,1,1232.7405962079213
242,3,39,2,3,2111.482449958051
26,1,22,1,3,1337.410852619367
369,4,21,1,1,1365.748492097278
232,4,26,3,2,1934.9712371964295
363,1,46,4,1,2020.6745032147624
197,4,39,3,3,2227.381381648496
457,1,44,1,1,1552.4398966312535
